7875,9644
9530,9278
8085,9029
8647,9490
3157,904
6543,9262
9686,3823
2025,3562
1461,9407
9304,3267
3399,4322
9485,4253
9404,9090
9708,3935
4074,4410
3348,6870
8225,6045
6474,4480
5638,7332
7325,3636
3525,3576
7709,4340
8332,9179
7874,3829
7822,8004
5571,568
2031,7022
8713,6575
4923,1857
7742,5505
2249,9459
6879,3783
9471,3180
910,4249
1146,7584
