50,50,0.0109498
50,150,0.312837
50,250,0.0191862
50,350,0.118554
50,450,0.898849
50,550,0.655891
50,650,0.00636086
50,750,0.0212344
50,850,0.000415248
50,950,0.0470444
50,1050,0.598364
50,1150,0.945202
50,1250,0.847005
50,1350,0.891818
50,1450,0.902142
50,1550,0.684386
50,1650,0.464357
50,1750,0.0974615
50,1850,0.645682
50,1950,0.93823
50,2050,0.699429
50,2150,0.13609
50,2250,0.990405
50,2350,0.00639564
50,2450,0.16955
50,2550,0.489426
50,2650,0.208255
50,2750,0.313564
50,2850,0.980044
50,2950,0.274104
50,3050,0.00546494
50,3150,0.0143237
50,3250,0.000114786
50,3350,0.000435117
50,3450,0.0013303
50,3550,0.348245
50,3650,0.0236375
50,3750,0.188368
50,3850,0.0289515
50,3950,0.512786
50,4050,0.978041
50,4150,0.929556
50,4250,0.58246
50,4350,0.881892
50,4450,0.0258265
50,4550,0.000295457
50,4650,0.045653
50,4750,0.913624
50,4850,0.177357
50,4950,0.0713318
50,5050,0.066821
50,5150,0.00756912
50,5250,0.704243
50,5350,0.138428
50,5450,0.00159941
50,5550,0.000149619
50,5650,0.000752288
50,5750,0.332796
50,5850,0.981348
50,5950,0.880605
50,6050,0.0736008
50,6150,0.567085
50,6250,0.578427
50,6350,0.000646018
50,6450,0.0372787
50,6550,0.552771
50,6650,0.580138
50,6750,0.948716
50,6850,0.701742
50,6950,0.982273
50,7050,0.00136127
50,7150,0.0711787
50,7250,0.274685
50,7350,0.0683097
50,7450,0.222756
50,7550,0.000352034
50,7650,0.00775771
50,7750,0.0299571
50,7850,0.261088
50,7950,0.988452
50,8050,0.694046
50,8150,0.000173348
50,8250,0.000562292
50,8350,8.11605e-05
50,8450,0.000550549
50,8550,0.000272269
50,8650,0.000172871
50,8750,0.000135483
50,8850,0.000215401
50,8950,0.0185361
50,9050,0.0988577
50,9150,0.00759277
50,9250,0.000144817
50,9350,0.000610769
50,9450,0.00883807
50,9550,0.0327669
50,9650,0.00316824
50,9750,0.000966499
50,9850,2.01535e-05
50,9950,2.26537e-05
150,50,0.00347175
150,150,0.00737571
150,250,0.941714
150,350,0.782293
150,450,0.851845
150,550,0.750432
150,650,0.601463
150,750,0.515077
150,850,0.00229076
150,950,0.880437
150,1050,0.140362
150,1150,0.057931
150,1250,0.000202813
150,1350,0.926797
150,1450,0.472434
150,1550,0.43788
150,1650,0.658442
150,1750,0.998923
150,1850,0.0179853
150,1950,0.614785
150,2050,0.734809
150,2150,0.837333
150,2250,0.0823169
150,2350,0.743973
150,2450,0.488943
150,2550,0.00327876
150,2650,0.966079
150,2750,0.517475
150,2850,0.125421
150,2950,0.926054
150,3050,0.0115077
150,3150,0.00168586
150,3250,0.000146687
150,3350,0.000162401
150,3450,1.98139e-05
150,3550,0.0281464
150,3650,0.0169449
150,3750,0.0772557
150,3850,0.0134018
150,3950,0.998412
150,4050,0.103139
150,4150,0.997528
150,4250,0.701443
150,4350,0.911567
150,4450,0.113201
150,4550,0.00010077
150,4650,0.219566
150,4750,0.317208
150,4850,0.102587
150,4950,0.841438
150,5050,0.520426
150,5150,0.976258
150,5250,0.0136245
150,5350,0.000879417
150,5450,0.00058181
150,5550,0.00194159
150,5650,0.760375
150,5750,0.194261
150,5850,0.13059
150,5950,0.97869
150,6050,0.015686
150,6150,0.147922
150,6250,0.551675
150,6350,0.436867
150,6450,0.00048135
150,6550,0.986191
150,6650,0.152537
150,6750,0.75969
150,6850,0.0223246
150,6950,0.974065
150,7050,0.956145
150,7150,0.00660415
150,7250,0.0131171
150,7350,0.774249
150,7450,0.116631
150,7550,0.883854
150,7650,0.699863
150,7750,0.0540228
150,7850,0.273604
150,7950,0.676842
150,8050,0.107753
150,8150,0.0447117
150,8250,0.000241551
150,8350,6.7773e-05
150,8450,0.000237075
150,8550,0.000198807
150,8650,0.000138212
150,8750,0.000191905
150,8850,0.000262216
150,8950,0.000510578
150,9050,0.00204375
150,9150,1.18206e-05
150,9250,0.000321794
150,9350,0.000250907
150,9450,0.000236958
150,9550,2.70394e-05
150,9650,0.012068
150,9750,2.5997e-05
150,9850,1.92878e-05
150,9950,2.22862e-05
250,50,0.0112971
250,150,0.938425
250,250,0.337817
250,350,0.972236
250,450,0.349033
250,550,0.0241543
250,650,0.697678
250,750,0.552435
250,850,0.383912
250,950,0.997619
250,1050,0.0678653
250,1150,0.97114
250,1250,0.000779787
250,1350,0.00379454
250,1450,0.0674668
250,1550,0.930823
250,1650,0.839722
250,1750,0.976014
250,1850,0.850665
250,1950,0.225395
250,2050,0.999661
250,2150,0.999758
250,2250,0.0024696
250,2350,0.646833
250,2450,0.00904798
250,2550,0.826815
250,2650,0.875949
250,2750,0.98777
250,2850,0.955257
250,2950,0.793124
250,3050,0.33492
250,3150,0.000195098
250,3250,0.000206924
250,3350,0.000132841
250,3450,0.000498793
250,3550,0.0484705
250,3650,0.0437003
250,3750,0.338382
250,3850,0.990106
250,3950,0.999579
250,4050,0.0045222
250,4150,0.00212904
250,4250,0.340155
250,4350,0.139538
250,4450,0.0087711
250,4550,0.0260916
250,4650,0.0109584
250,4750,0.222396
250,4850,0.472964
