1,50,50,100,100,0.0109498
1,150,50,100,100,0.312837
1,250,50,100,100,0.0191862
1,350,50,100,100,0.118554
1,450,50,100,100,0.898849
1,550,50,100,100,0.655891
1,650,50,100,100,0.00636086
1,750,50,100,100,0.0212344
1,850,50,100,100,0.000415248
1,950,50,100,100,0.0470444
1,1050,50,100,100,0.598364
1,1150,50,100,100,0.945202
1,1250,50,100,100,0.847005
1,1350,50,100,100,0.891818
1,1450,50,100,100,0.902142
1,1550,50,100,100,0.684386
1,1650,50,100,100,0.464357
1,1750,50,100,100,0.0974615
1,1850,50,100,100,0.645682
1,1950,50,100,100,0.93823
1,2050,50,100,100,0.699429
1,2150,50,100,100,0.13609
1,2250,50,100,100,0.990405
1,2350,50,100,100,0.00639564
1,2450,50,100,100,0.16955
1,2550,50,100,100,0.489426
1,2650,50,100,100,0.208255
1,2750,50,100,100,0.313564
1,2850,50,100,100,0.980044
1,2950,50,100,100,0.274104
1,3050,50,100,100,0.00546494
1,3150,50,100,100,0.0143237
1,3250,50,100,100,0.000114786
1,3350,50,100,100,0.000435117
1,3450,50,100,100,0.0013303
1,3550,50,100,100,0.348245
1,3650,50,100,100,0.0236375
1,3750,50,100,100,0.188368
1,3850,50,100,100,0.0289515
1,3950,50,100,100,0.512786
1,4050,50,100,100,0.978041
1,4150,50,100,100,0.929556
1,4250,50,100,100,0.58246
1,4350,50,100,100,0.881892
1,4450,50,100,100,0.0258265
1,4550,50,100,100,0.000295457
1,4650,50,100,100,0.045653
1,4750,50,100,100,0.913624
1,4850,50,100,100,0.177357
1,4950,50,100,100,0.0713318
1,5050,50,100,100,0.066821
1,5150,50,100,100,0.00756912
1,5250,50,100,100,0.704243
1,5350,50,100,100,0.138428
1,5450,50,100,100,0.00159941
1,5550,50,100,100,0.000149619
1,5650,50,100,100,0.000752288
1,5750,50,100,100,0.332796
1,5850,50,100,100,0.981348
1,5950,50,100,100,0.880605
1,6050,50,100,100,0.0736008
1,6150,50,100,100,0.567085
1,6250,50,100,100,0.578427
1,6350,50,100,100,0.000646018
1,6450,50,100,100,0.0372787
1,6550,50,100,100,0.552771
1,6650,50,100,100,0.580138
1,6750,50,100,100,0.948716
1,6850,50,100,100,0.701742
1,6950,50,100,100,0.982273
1,7050,50,100,100,0.00136127
1,7150,50,100,100,0.0711787
1,7250,50,100,100,0.274685
1,7350,50,100,100,0.0683097
1,7450,50,100,100,0.222756
1,7550,50,100,100,0.000352034
1,7650,50,100,100,0.00775771
1,7750,50,100,100,0.0299571
1,7850,50,100,100,0.261088
1,7950,50,100,100,0.988452
1,8050,50,100,100,0.694046
1,8150,50,100,100,0.000173348
1,8250,50,100,100,0.000562292
1,8350,50,100,100,8.11605e-05
1,8450,50,100,100,0.000550549
1,8550,50,100,100,0.000272269
1,8650,50,100,100,0.000172871
1,8750,50,100,100,0.000135483
1,8850,50,100,100,0.000215401
1,8950,50,100,100,0.0185361
1,9050,50,100,100,0.0988577
1,9150,50,100,100,0.00759277
1,9250,50,100,100,0.000144817
1,9350,50,100,100,0.000610769
1,9450,50,100,100,0.00883807
1,9550,50,100,100,0.0327669
1,9650,50,100,100,0.00316824
1,9750,50,100,100,0.000966499
1,9850,50,100,100,2.01535e-05
1,9950,50,100,100,2.26537e-05
1,50,150,100,100,0.00347175
1,150,150,100,100,0.00737571
1,250,150,100,100,0.941714
1,350,150,100,100,0.782293
1,450,150,100,100,0.851845
1,550,150,100,100,0.750432
1,650,150,100,100,0.601463
1,750,150,100,100,0.515077
1,850,150,100,100,0.00229076
1,950,150,100,100,0.880437
1,1050,150,100,100,0.140362
1,1150,150,100,100,0.057931
1,1250,150,100,100,0.000202813
1,1350,150,100,100,0.926797
1,1450,150,100,100,0.472434
1,1550,150,100,100,0.43788
1,1650,150,100,100,0.658442
1,1750,150,100,100,0.998923
1,1850,150,100,100,0.0179853
1,1950,150,100,100,0.614785
1,2050,150,100,100,0.734809
1,2150,150,100,100,0.837333
1,2250,150,100,100,0.0823169
1,2350,150,100,100,0.743973
1,2450,150,100,100,0.488943
1,2550,150,100,100,0.00327876
1,2650,150,100,100,0.966079
1,2750,150,100,100,0.517475
1,2850,150,100,100,0.125421
1,2950,150,100,100,0.926054
1,3050,150,100,100,0.0115077
1,3150,150,100,100,0.00168586
1,3250,150,100,100,0.000146687
1,3350,150,100,100,0.000162401
1,3450,150,100,100,1.98139e-05
1,3550,150,100,100,0.0281464
1,3650,150,100,100,0.0169449
1,3750,150,100,100,0.0772557
1,3850,150,100,100,0.0134018
1,3950,150,100,100,0.998412
1,4050,150,100,100,0.103139
1,4150,150,100,100,0.997528
1,4250,150,100,100,0.701443
1,4350,150,100,100,0.911567
1,4450,150,100,100,0.113201
1,4550,150,100,100,0.00010077
1,4650,150,100,100,0.219566
1,4750,150,100,100,0.317208
1,4850,150,100,100,0.102587
1,4950,150,100,100,0.841438
1,5050,150,100,100,0.520426
1,5150,150,100,100,0.976258
1,5250,150,100,100,0.0136245
1,5350,150,100,100,0.000879417
1,5450,150,100,100,0.00058181
1,5550,150,100,100,0.00194159
1,5650,150,100,100,0.760375
1,5750,150,100,100,0.194261
1,5850,150,100,100,0.13059
1,5950,150,100,100,0.97869
1,6050,150,100,100,0.015686
1,6150,150,100,100,0.147922
1,6250,150,100,100,0.551675
1,6350,150,100,100,0.436867
1,6450,150,100,100,0.00048135
1,6550,150,100,100,0.986191
1,6650,150,100,100,0.152537
1,6750,150,100,100,0.75969
1,6850,150,100,100,0.0223246
1,6950,150,100,100,0.974065
1,7050,150,100,100,0.956145
1,7150,150,100,100,0.00660415
1,7250,150,100,100,0.0131171
1,7350,150,100,100,0.774249
1,7450,150,100,100,0.116631
1,7550,150,100,100,0.883854
1,7650,150,100,100,0.699863
1,7750,150,100,100,0.0540228
1,7850,150,100,100,0.273604
1,7950,150,100,100,0.676842
1,8050,150,100,100,0.107753
1,8150,150,100,100,0.0447117
1,8250,150,100,100,0.000241551
1,8350,150,100,100,6.7773e-05
1,8450,150,100,100,0.000237075
1,8550,150,100,100,0.000198807
1,8650,150,100,100,0.000138212
1,8750,150,100,100,0.000191905
1,8850,150,100,100,0.000262216
1,8950,150,100,100,0.000510578
1,9050,150,100,100,0.00204375
1,9150,150,100,100,1.18206e-05
1,9250,150,100,100,0.000321794
1,9350,150,100,100,0.000250907
1,9450,150,100,100,0.000236958
1,9550,150,100,100,2.70394e-05
1,9650,150,100,100,0.012068
1,9750,150,100,100,2.5997e-05
1,9850,150,100,100,1.92878e-05
1,9950,150,100,100,2.22862e-05
1,50,250,100,100,0.0112971
1,150,250,100,100,0.938425
1,250,250,100,100,0.337817
1,350,250,100,100,0.972236
1,450,250,100,100,0.349033
1,550,250,100,100,0.0241543
1,650,250,100,100,0.697678
1,750,250,100,100,0.552435
1,850,250,100,100,0.383912
1,950,250,100,100,0.997619
1,1050,250,100,100,0.0678653
1,1150,250,100,100,0.97114
1,1250,250,100,100,0.000779787
1,1350,250,100,100,0.00379454
1,1450,250,100,100,0.0674668
1,1550,250,100,100,0.930823
1,1650,250,100,100,0.839722
1,1750,250,100,100,0.976014
1,1850,250,100,100,0.850665
1,1950,250,100,100,0.225395
1,2050,250,100,100,0.999661
1,2150,250,100,100,0.999758
1,2250,250,100,100,0.0024696
1,2350,250,100,100,0.646833
1,2450,250,100,100,0.00904798
1,2550,250,100,100,0.826815
1,2650,250,100,100,0.875949
1,2750,250,100,100,0.98777
1,2850,250,100,100,0.955257
1,2950,250,100,100,0.793124
1,3050,250,100,100,0.33492
1,3150,250,100,100,0.000195098
1,3250,250,100,100,0.000206924
1,3350,250,100,100,0.000132841
1,3450,250,100,100,0.000498793
1,3550,250,100,100,0.0484705
1,3650,250,100,100,0.0437003
1,3750,250,100,100,0.338382
1,3850,250,100,100,0.990106
1,3950,250,100,100,0.999579
1,4050,250,100,100,0.0045222
1,4150,250,100,100,0.00212904
1,4250,250,100,100,0.340155
